Unnamed: 0,review_text,text,review_rating,new_text,sent_difference,room,location,clean,service,value,other
1082,Great hotel to stay at and centrally located with public transportation access. There are multiple ethnic restaurants within walking distance of the hotel and close to Broadway Street to see a play. Staff was friendly. Room was neat and clean. Breakfast buffet consisted of warm and cold meals with a variety of food to choose from.,Great hotel stay centrally located public transportation access. There multiple ethnic restaurant within walking distance hotel close Broadway Street see play. Staff wa friendly. Room wa neat clean. Breakfast buffet consisted warm cold meal variety food choose.,5,Great hotel to stay at and centrally located with public transportation access. There are multiple ethnic restaurants within walking distance of the hotel and close to Broadway Street to see a play. Staff was friendly. Room was neat and clean. Breakfast buffet consisted of warm and cold meals with a variety of food to choose from. ,FALSE,Great hotel to stay at and centrally located with public transportation access. Room was neat and clean.,There are multiple ethnic restaurants within walking distance of the hotel and close to Broadway Street to see a play.,Great hotel to stay at and centrally located with public transportation access. Room was neat and clean.,There are multiple ethnic restaurants within walking distance of the hotel and close to Broadway Street to see a play. Staff was friendly. Breakfast buffet consisted of warm and cold meals with a variety of food to choose from.,,
1083,I spent the weekend here to celebrate my wedding anniversary. This hotel is right in the heart of Times Square. The staff was very friendly. The room very comfortable. The bathroom is a bit see through with glass doors.  The buffet breakfast was delicious and you do have many options. It does get very busy the later you show up for breakfast. I would be nice if the had a separate entrance to the breakfast restaurant as it is right by the elevators and it gets quite crowded. Overall this was a great property snd would definitely stay here again.,I spent weekend celebrate wedding anniversary. This hotel right heart Times Square. The staff wa friendly. The room comfortable. The bathroom bit see glass door. The buffet breakfast wa delicious many option. The buffet breakfast doe get busy later show breakfast. I would nice separate entrance breakfast restaurant right elevator get quite crowded. Overall wa great property snd would definitely stay.,5,I spent the weekend here to celebrate my wedding anniversary. This hotel is right in the heart of Times Square. The staff was very friendly. The room very comfortable. The bathroom is a bit see through with glass doors. The buffet breakfast was delicious and you do have many options. It does get very busy the later you show up for breakfast. I would be nice if the had a separate entrance to the breakfast restaurant as it is right by the elevators and it gets quite crowded. Overall this was a great property snd would definitely stay here again. ,FALSE,The room very comfortable. The bathroom is a bit see through with glass doors. Overall this was a great property snd would definitely stay here again.,The bathroom is a bit see through with glass doors.,Overall this was a great property snd would definitely stay here again.,The staff was very friendly. I would be nice if the had a separate entrance to the breakfast restaurant as it is right by the elevators and it gets quite crowded.,,I spent the weekend here to celebrate my wedding anniversary. This hotel is right in the heart of Times Square. The buffet breakfast was delicious and you do have many options. It does get very busy the later you show up for breakfast.
1084,Pros: very clean hotel. Front desk staff great. Customer service was food. Breakfast good.  Cons: Parking 3 blocks away if you have vehicle. Breakfast line was horrific each day. We ended up paying for breakfast at other cafes.  There is no social distance as people line up in front of elevators to go into restaurant. You have to push through to get into the elevators to get to your room. This only happens in the morning. The girl at entrance does not help either by yelling people that are waiting for elevators to get in line.,Pros: clean hotel. Front desk staff great. Customer service wa food. Breakfast good. Cons: Parking 3 block away vehicle. Breakfast line wa horrific day. We ended paying breakfast cafe. There social distance people line front elevator go restaurant. You push get elevator get room. This happens morning. The girl entrance doe help either yelling people waiting elevator get line.,4,Pros: very clean hotel. Front desk staff great. Customer service was food. Breakfast good. Cons: Parking 3 blocks away if you have vehicle. Breakfast line was horrific each day. We ended up paying for breakfast at other cafes. There is no social distance as people line up in front of elevators to go into restaurant. You have to push through to get into the elevators to get to your room. This only happens in the morning. The girl at entrance does not help either by yelling people that are waiting for elevators to get in line. ,FALSE,You have to push through to get into the elevators to get to your room.,There is no social distance as people line up in front of elevators to go into restaurant.,Pros: very clean hotel. Front desk staff great.,Front desk staff great. Customer service was food. There is no social distance as people line up in front of elevators to go into restaurant. The girl at entrance does not help either by yelling people that are waiting for elevators to get in line.,,Breakfast good. Cons: Parking 3 blocks away if you have vehicle. Breakfast line was horrific each day. We ended up paying for breakfast at other cafes. This only happens in the morning.
1085,My son and i stayed at the hotel.   It was very clean with an amazing rain shower head and soft big towels.  Breakfast was efficiently coordinated for all.  Easy walk to all things New York City!  Great room for us both.,My son stayed hotel. It wa clean amazing rain shower head soft big towel. Breakfast wa efficiently coordinated. Easy walk thing New York City! Great room u.,5,My son and i stayed at the hotel. It was very clean with an amazing rain shower head and soft big towels. Breakfast was efficiently coordinated for all. Easy walk to all things New York City!  Great room for us both. ,FALSE,My son and i stayed at the hotel. Great room for us both.,Easy walk to all things New York City!,It was very clean with an amazing rain shower head and soft big towels. Great room for us both.,,,Breakfast was efficiently coordinated for all.
1086,"Nice hotel. Had a wonderful stay. Be aware that unless you are fully vaccinated, you will not be allowed to the breakfast buffet cafeteria. Which was the only disappointment to me . However, I would definitely stay here again. Enjoyed my visit to the city","Nice hotel. Had wonderful stay. Be aware unless fully vaccinated, allowed breakfast buffet cafeteria. Which wa disappointment. However, I would definitely stay. Enjoyed visit city",4,"Nice hotel. Had a wonderful stay. Be aware that unless you are fully vaccinated, you will not be allowed to the breakfast buffet cafeteria. Which was the only disappointment to me. However, I would definitely stay here again. Enjoyed my visit to the city",FALSE,"Had a wonderful stay. However, I would definitely stay here again.",,,,,"Nice hotel. Be aware that unless you are fully vaccinated, you will not be allowed to the breakfast buffet cafeteria. Which was the only disappointment to me. Enjoyed my visit to the city"
1087,"Found the hotel to have excellent services, efficient and well-designed room with warm showers and comfy beds,  hot breakfast in a lovely setting, & great location. I will definitely stay at RIU again when in New York City!","Found hotel excellent service, efficient well-designed room warm shower comfy bed, hot breakfast lovely setting,& great location. I definitely stay RIU New York City!",5,"Found the hotel to have excellent services, efficient and well-designed room with warm showers and comfy beds,  hot breakfast in a lovely setting, & great location. I will definitely stay at RIU again when in New York City!",FALSE,"Found the hotel to have excellent services, efficient and well-designed room with warm showers and comfy beds,  hot breakfast in a lovely setting, & great location. I will definitely stay at RIU again when in New York City!","Found the hotel to have excellent services, efficient and well-designed room with warm showers and comfy beds,  hot breakfast in a lovely setting, & great location.","Found the hotel to have excellent services, efficient and well-designed room with warm showers and comfy beds,  hot breakfast in a lovely setting, & great location.","Found the hotel to have excellent services, efficient and well-designed room with warm showers and comfy beds,  hot breakfast in a lovely setting, & great location.",,
1088,"Upon arrival, front desk was unwelcoming - no smile, no greeting, she seemed annoyed with her job. Breakfast buffet greeters again unfriendly and rude. The buffet waiters though were friendly and very helpful more so than the greeters, food was excellent. Our room had hair all over the shower floor, tried to inform the housekeeping floor manager and she looked at me and walked away. Again she seemed annoyed with her job as well. The housekeeper though was friendly and  happy to assist me with linen and trash removal. Overall with the price I paid, it wasn't the greatest experience and would not return. ","Upon arrival, front desk wa unwelcoming- smile, greeting, seemed annoyed job. Breakfast buffet greeter unfriendly rude. The buffet waiter though friendly helpful greeter, food wa excellent. Our room hair shower floor, tried inform housekeeping floor manager looked walked away. Again seemed annoyed job well. The housekeeper though wa friendly happy assist linen trash removal. Overall price I paid, wa n't greatest experience would return.",3,"Upon arrival, front desk was unwelcoming - no smile, no greeting, she seemed annoyed with her job. Breakfast buffet greeters again unfriendly and rude. The buffet waiters though were friendly and very helpful more so than the greeters, food was excellent. Our room had hair all over the shower floor, tried to inform the housekeeping floor manager and she looked at me and walked away. Again she seemed annoyed with her job as well. The housekeeper though was friendly and  happy to assist me with linen and trash removal. Overall with the price I paid, it wasn't the greatest experience and would not return. ",FALSE,"Our room had hair all over the shower floor, tried to inform the housekeeping floor manager and she looked at me and walked away.","Our room had hair all over the shower floor, tried to inform the housekeeping floor manager and she looked at me and walked away.","Our room had hair all over the shower floor, tried to inform the housekeeping floor manager and she looked at me and walked away. Overall with the price I paid, it wasn't the greatest experience and would not return.","Upon arrival, front desk was unwelcoming - no smile, no greeting, she seemed annoyed with her job. Breakfast buffet greeters again unfriendly and rude. The buffet waiters though were friendly and very helpful more so than the greeters, food was excellent. Our room had hair all over the shower floor, tried to inform the housekeeping floor manager and she looked at me and walked away. The housekeeper though was friendly and  happy to assist me with linen and trash removal.","Overall with the price I paid, it wasn't the greatest experience and would not return.",Again she seemed annoyed with her job as well.
1089,"Surprised to find such a nice hotel which is centrally located, just one block from Time Square.  Room is clean with very comfortable bed. Breakfast comes with lots of foods. Highly recommended and definitely will stay here again when we're back in NYC. ","Surprised find nice hotel centrally located, one block Time Square. Room clean comfortable bed. Breakfast come lot food. Highly recommended definitely stay're back NYC.",5,"Surprised to find such a nice hotel which is centrally located, just one block from Time Square. Room is clean with very comfortable bed. Breakfast comes with lots of foods. Highly recommended and definitely will stay here again when we're back in NYC. ",FALSE,Room is clean with very comfortable bed. Highly recommended and definitely will stay here again when we're back in NYC.,,Room is clean with very comfortable bed. Breakfast comes with lots of foods.,Breakfast comes with lots of foods.,,"Surprised to find such a nice hotel which is centrally located, just one block from Time Square."
1090,"Excellent hotel. Modern, pleasant and good. With a rich breakfast buffet, excellent service and fantastic location. Nice city view from the 16 floor. We really enjoyed staying there. Good deal, especially compared to other hotels in New York.  share  star_border  ","Excellent hotel. Modern, pleasant good. With rich breakfast buffet, excellent service fantastic location. Nice city view 16 floor. We really enjoyed staying. Good deal, especially compared hotel New York. share star_border",5,"Excellent hotel. Modern, pleasant and good. With a rich breakfast buffet, excellent service and fantastic location. Nice city view from the 16 floor. We really enjoyed staying there. Good deal, especially compared to other hotels in New York. share  star_border",FALSE,We really enjoyed staying there.,"With a rich breakfast buffet, excellent service and fantastic location. Nice city view from the 16 floor.","Good deal, especially compared to other hotels in New York.","With a rich breakfast buffet, excellent service and fantastic location.",,"Excellent hotel. Modern, pleasant and good. share  star_border"
1091,"I picked this hotel because it was comparatively inexpensive and its location in the heart of the Theater District. I was very impressed by how helpful the front desk was, the cleanliness of the room, the decor, and the incredible breakfast buffet.  It is about 15 short blocks to Central Park for anyone looking for a pleasant run or walk. In addition, it is just a block or two from Schmackery's Cookies (yum!).","I picked hotel hotel wa comparatively inexpensive hotel location heart Theater District. I wa impressed helpful front desk wa, cleanliness room, decor, incredible breakfast buffet. It 15 short block Central Park anyone looking pleasant run walk. In addition, block two Schmackery's Cookies( yum!).",5,"I picked this hotel because it was comparatively inexpensive and its location in the heart of the Theater District. I was very impressed by how helpful the front desk was, the cleanliness of the room, the decor, and the incredible breakfast buffet. It is about 15 short blocks to Central Park for anyone looking for a pleasant run or walk. In addition, it is just a block or two from Schmackery's Cookies (yum!). ",FALSE,"I was very impressed by how helpful the front desk was, the cleanliness of the room, the decor, and the incredible breakfast buffet.",I picked this hotel because it was comparatively inexpensive and its location in the heart of the Theater District. It is about 15 short blocks to Central Park for anyone looking for a pleasant run or walk.,I picked this hotel because it was comparatively inexpensive and its location in the heart of the Theater District.,"I was very impressed by how helpful the front desk was, the cleanliness of the room, the decor, and the incredible breakfast buffet.",I picked this hotel because it was comparatively inexpensive and its location in the heart of the Theater District.,"In addition, it is just a block or two from Schmackery's Cookies (yum! )."
1092,"The view from the hotel room was gorgeous.  The location is excellent, near time square. The breakfast was excellent. There was a wide variety of food to choose from. This is my 5th stay at a Riu resort and the staff, cleanliness and food were always amazing!","The view hotel room wa gorgeous. The location excellent, near time square. The breakfast wa excellent. There wa wide variety food choose. This 5th stay Riu resort staff, cleanliness food always amazing!",5,"The view from the hotel room was gorgeous. The location is excellent, near time square. The breakfast was excellent. There was a wide variety of food to choose from. This is my 5th stay at a Riu resort and the staff, cleanliness and food were always amazing!",FALSE,"The view from the hotel room was gorgeous. This is my 5th stay at a Riu resort and the staff, cleanliness and food were always amazing!","The view from the hotel room was gorgeous. The location is excellent, near time square.",,"There was a wide variety of food to choose from. This is my 5th stay at a Riu resort and the staff, cleanliness and food were always amazing!",,The breakfast was excellent.
1093,"This hotel is just a block away from the heart of Times Square so it is easy to walk everywhere, including Times Square and Central Park. Many subway stations are nearby so no matter which direction you walk, you can also take the subway easily. The hotel offers breakfast but you have to eat in breakfast room and can not take food to your room, which was disappointing, especially since the room gets crowded and social distancing is impossible. The room was nice size and comfortable. Your bags can be stored before/after check in. There is a restaurant onsite. I felt that I definitely got my moneyâ€™s worth with my stay! I highly recommend this hotel. ","This hotel block away heart Times Square This hotel easy walk everywhere, including Times Square Central Park. Many subway station nearby matter direction walk, also take subway easily. This hotel offer breakfast eat breakfast room take food room, wa disappointing, especially since breakfast room get crowded social distancing impossible. breakfast room wa nice size comfortable. Your bag stored before/after check. There restaurant onsite. I felt I definitely got money â€™ worth stay! I highly recommend This hotel.",5,"This hotel is just a block away from the heart of Times Square so it is easy to walk everywhere, including Times Square and Central Park. Many subway stations are nearby so no matter which direction you walk, you can also take the subway easily. The hotel offers breakfast but you have to eat in breakfast room and can not take food to your room, which was disappointing, especially since the room gets crowded and social distancing is impossible. The room was nice size and comfortable. Your bags can be stored before/after check in. There is a restaurant onsite. I felt that I definitely got my moneyâ€™s worth with my stay! I highly recommend this hotel. ",FALSE,"The hotel offers breakfast but you have to eat in breakfast room and can not take food to your room, which was disappointing, especially since the room gets crowded and social distancing is impossible. The room was nice size and comfortable. Your bags can be stored before/after check in. I felt that I definitely got my moneyâ€™s worth with my stay!","This hotel is just a block away from the heart of Times Square so it is easy to walk everywhere, including Times Square and Central Park. Many subway stations are nearby so no matter which direction you walk, you can also take the subway easily. The hotel offers breakfast but you have to eat in breakfast room and can not take food to your room, which was disappointing, especially since the room gets crowded and social distancing is impossible.",,"The hotel offers breakfast but you have to eat in breakfast room and can not take food to your room, which was disappointing, especially since the room gets crowded and social distancing is impossible. There is a restaurant onsite.",,I highly recommend this hotel.
1094,Before you check in you have to pay an extra $20/night for no reason. Be careful that any price you see on the internet is not accurate whatsoever. Disappointed that they have to conceal this extra charge just to get customers :(.,Before check pay extra$ 20/night reason. Be careful price see internet accurate whatsoever. Disappointed conceal extra charge get customer:(.,1,Before you check in you have to pay an extra $20/night for no reason. Be careful that any price you see on the internet is not accurate whatsoever. Disappointed that they have to conceal this extra charge just to get customers :(. ,FALSE,Before you check in you have to pay an extra $20/night for no reason.,Be careful that any price you see on the internet is not accurate whatsoever.,,,Be careful that any price you see on the internet is not accurate whatsoever.,Disappointed that they have to conceal this extra charge just to get customers :(.
1095,"Liked: Location: convenient to walk to almost every thing  South America Quality Breakfast with choice of Fried ,Scrambled and Boiled Eggs, Fresh Fruits, Cheeses, Meats including Smoked Salmon, Good Quality Coffee Fast and efficient Elevators,  Awesome Views from 22nd Floor Family Suite which was also very quiet Staff was polite and helpful Ability to check out late at a nominal rate of $10/hour  Room Decor and Beds good Mini Fridge and water Bottles great Why 4 stars only?  Few architectural flaws such as Glass Wall: Bathroom light spilling all over the room  while in use if you are sleeping Water pouring out of the faulty shower stall, had to ask for extra towels WiFi not fast enough at times SOFA BED BEWARE:  extra springy cheap quality mattress, you have to be dead tired toâ€¦","Liked: Location: convenient walk almost every thing South America Quality Breakfast choice Fried, Scrambled Boiled Eggs, Fresh Fruits, Cheeses, Meats including Smoked Salmon, Good Quality Coffee Fast efficient Elevators, Awesome Views 22nd Floor Family Suite wa also quiet Staff wa polite helpful Ability check late nominal rate$ 10/hour Room Decor Beds good Mini Fridge water Bottles great Why 4 star? Few architectural flaw Glass Wall: Bathroom light spilling room use sleeping Water pouring faulty shower stall, ask extra towel WiFi fast enough time SOFA BED BEWARE: extra springy cheap quality mattress, dead tired toâ€¦",4,"Liked: Location: convenient to walk to almost every thing  South America Quality Breakfast with choice of Fried ,Scrambled and Boiled Eggs, Fresh Fruits, Cheeses, Meats including Smoked Salmon, Good Quality Coffee Fast and efficient Elevators,  Awesome Views from 22nd Floor Family Suite which was also very quiet Staff was polite and helpful Ability to check out late at a nominal rate of $10/hour  Room Decor and Beds good Mini Fridge and water Bottles great Why 4 stars only?  Few architectural flaws such as Glass Wall: Bathroom light spilling all over the room  while in use if you are sleeping Water pouring out of the faulty shower stall, had to ask for extra towels WiFi not fast enough at times SOFA BED BEWARE:  extra springy cheap quality mattress, you have to be dead tired toâ€¦",FALSE,"Liked: Location: convenient to walk to almost every thing  South America Quality Breakfast with choice of Fried ,Scrambled and Boiled Eggs, Fresh Fruits, Cheeses, Meats including Smoked Salmon, Good Quality Coffee Fast and efficient Elevators,  Awesome Views from 22nd Floor Family Suite which was also very quiet Staff was polite and helpful Ability to check out late at a nominal rate of $10/hour  Room Decor and Beds good Mini Fridge and water Bottles great Why 4 stars only? Few architectural flaws such as Glass Wall: Bathroom light spilling all over the room  while in use if you are sleeping Water pouring out of the faulty shower stall, had to ask for extra towels WiFi not fast enough at times SOFA BED BEWARE:  extra springy cheap quality mattress, you have to be dead tired toâ€¦","Liked: Location: convenient to walk to almost every thing  South America Quality Breakfast with choice of Fried ,Scrambled and Boiled Eggs, Fresh Fruits, Cheeses, Meats including Smoked Salmon, Good Quality Coffee Fast and efficient Elevators,  Awesome Views from 22nd Floor Family Suite which was also very quiet Staff was polite and helpful Ability to check out late at a nominal rate of $10/hour  Room Decor and Beds good Mini Fridge and water Bottles great Why 4 stars only?","Liked: Location: convenient to walk to almost every thing  South America Quality Breakfast with choice of Fried ,Scrambled and Boiled Eggs, Fresh Fruits, Cheeses, Meats including Smoked Salmon, Good Quality Coffee Fast and efficient Elevators,  Awesome Views from 22nd Floor Family Suite which was also very quiet Staff was polite and helpful Ability to check out late at a nominal rate of $10/hour  Room Decor and Beds good Mini Fridge and water Bottles great Why 4 stars only? Few architectural flaws such as Glass Wall: Bathroom light spilling all over the room  while in use if you are sleeping Water pouring out of the faulty shower stall, had to ask for extra towels WiFi not fast enough at times SOFA BED BEWARE:  extra springy cheap quality mattress, you have to be dead tired toâ€¦","Liked: Location: convenient to walk to almost every thing  South America Quality Breakfast with choice of Fried ,Scrambled and Boiled Eggs, Fresh Fruits, Cheeses, Meats including Smoked Salmon, Good Quality Coffee Fast and efficient Elevators,  Awesome Views from 22nd Floor Family Suite which was also very quiet Staff was polite and helpful Ability to check out late at a nominal rate of $10/hour  Room Decor and Beds good Mini Fridge and water Bottles great Why 4 stars only?","Liked: Location: convenient to walk to almost every thing  South America Quality Breakfast with choice of Fried ,Scrambled and Boiled Eggs, Fresh Fruits, Cheeses, Meats including Smoked Salmon, Good Quality Coffee Fast and efficient Elevators,  Awesome Views from 22nd Floor Family Suite which was also very quiet Staff was polite and helpful Ability to check out late at a nominal rate of $10/hour  Room Decor and Beds good Mini Fridge and water Bottles great Why 4 stars only? Few architectural flaws such as Glass Wall: Bathroom light spilling all over the room  while in use if you are sleeping Water pouring out of the faulty shower stall, had to ask for extra towels WiFi not fast enough at times SOFA BED BEWARE:  extra springy cheap quality mattress, you have to be dead tired toâ€¦",
1096,"We booked a 3 night junior suite stay.  The hotel has a lovely first impression.  Rooms are small but to expected for a major city.  The hotel is modern and very clean.  HOWEVER, the introduction of free breakfast is a COVID risk and should be avoided at all costs!!!  People are jammed in like sardines and other gusts will queue next to your table without wearing a mask.  To be honest, RIU should be ashamed of this overcrowded practice and apply common-sense during the pandemic!!!  I would not be surprised if their breakfast restaurant wasnâ€™t the source of a C19 outbreak.  AVOID AT ALL COST!!!  I donâ€™t know how they get away with this overcrowding?  Is there not a city hotel ordinance on this?  Would I stay here again? Hard question to answer.  Hotel is lovely and well located. â€¦","We booked 3 night junior suite stay. Hotel ha lovely first impression. Rooms small expected major city. Hotel modern clean. HOWEVER, introduction free breakfast COVID risk avoided cost!!! People jammed like sardine gust queue next table without wearing mask. To honest, RIU ashamed overcrowded practice apply common-sense pandemic!!! I would surprised breakfast restaurant â€™ source C19 outbreak. AVOID AT ALL COST!!! I â€™ know get away overcrowding? Is city hotel ordinance? Would I stay? Hard question answer. Hotel lovely well located. â€¦",4,"We booked a 3 night junior suite stay. The hotel has a lovely first impression. Rooms are small but to expected for a major city. The hotel is modern and very clean. HOWEVER, the introduction of free breakfast is a COVID risk and should be avoided at all costs!!!  People are jammed in like sardines and other gusts will queue next to your table without wearing a mask. To be honest, RIU should be ashamed of this overcrowded practice and apply common-sense during the pandemic!!!  I would not be surprised if their breakfast restaurant wasnâ€™t the source of a C19 outbreak. AVOID AT ALL COST!!!  I donâ€™t know how they get away with this overcrowding?  Is there not a city hotel ordinance on this?  Would I stay here again? Hard question to answer. Hotel is lovely and well located. â€¦",FALSE,We booked a 3 night junior suite stay. Rooms are small but to expected for a major city. I donâ€™t know how they get away with this overcrowding? Would I stay here again?,,The hotel is modern and very clean.,We booked a 3 night junior suite stay. I would not be surprised if their breakfast restaurant wasnâ€™t the source of a C19 outbreak.,"HOWEVER, the introduction of free breakfast is a COVID risk and should be avoided at all costs!!! AVOID AT ALL COST!!!","The hotel has a lovely first impression. People are jammed in like sardines and other gusts will queue next to your table without wearing a mask. To be honest, RIU should be ashamed of this overcrowded practice and apply common-sense during the pandemic!!! Is there not a city hotel ordinance on this? Hard question to answer. Hotel is lovely and well located. â€¦"
1097,"The staff is what ruined my stay at this hotel.  My family stayed 5 nights and I can honestly say each encounter we had with the staff was not pleasant.  They made us feel not welcomed or wanted.  I thought maybe the first encounter was just someone having a bad day, but when it kept happening I came to the conclusion that they lacked customer service.   In addition if you need to call the front desk they do not answer.  You have to travel to the lobby each time to speak with someone.  And the breakfast was absolutely horrible.  Out of the the 5 days we only ate there once.  And that was one of the main attractions for this hotel.  If you are traveling to NY and would like a pleasant experience during your stay I would say research around the area and check the reviews.  I saw aâ€¦","The staff ruined stay hotel. My family stayed 5 night I honestly say encounter My family The staff wa pleasant. My family made My family feel welcomed wanted. I thought maybe first encounter wa someone bad day, first encounter kept happening I came conclusion My family lacked customer service. In addition need call front desk My family answer. You travel lobby time speak someone. And breakfast wa absolutely horrible. Out 5 day My family ate. And wa one main attraction hotel. If traveling NY would like pleasant experience stay I would say research around area check review. I saw aâ€¦",2,"The staff is what ruined my stay at this hotel. My family stayed 5 nights and I can honestly say each encounter we had with the staff was not pleasant. They made us feel not welcomed or wanted. I thought maybe the first encounter was just someone having a bad day, but when it kept happening I came to the conclusion that they lacked customer service. In addition if you need to call the front desk they do not answer. You have to travel to the lobby each time to speak with someone. And the breakfast was absolutely horrible. Out of the the 5 days we only ate there once. And that was one of the main attractions for this hotel. If you are traveling to NY and would like a pleasant experience during your stay I would say research around the area and check the reviews. I saw aâ€¦",FALSE,The staff is what ruined my stay at this hotel. My family stayed 5 nights and I can honestly say each encounter we had with the staff was not pleasant. If you are traveling to NY and would like a pleasant experience during your stay I would say research around the area and check the reviews.,"I thought maybe the first encounter was just someone having a bad day, but when it kept happening I came to the conclusion that they lacked customer service. I saw aâ€¦",,"The staff is what ruined my stay at this hotel. My family stayed 5 nights and I can honestly say each encounter we had with the staff was not pleasant. I thought maybe the first encounter was just someone having a bad day, but when it kept happening I came to the conclusion that they lacked customer service. In addition if you need to call the front desk they do not answer.",,They made us feel not welcomed or wanted. You have to travel to the lobby each time to speak with someone. And the breakfast was absolutely horrible. Out of the the 5 days we only ate there once. And that was one of the main attractions for this hotel.
1098,"We enjoyed the recent stay at Riu. The hotel is perfect to check out placed in Manhattan. Most of the tourist attractcions are in walkable distance - one block to Time Square, few minutes to Central Park, many restaurants, hop on hop off bus is right in front of the hotel. The staff were very friendly, and the place was clean - we loved the breakfast buffet! We surely look Riu up next time!","We enjoyed recent stay Riu. The hotel perfect check placed Manhattan. Most tourist attractcions walkable distance- one block Time Square, minute Central Park, many restaurant, hop hop bus right front The hotel. The staff friendly, place wa clean- loved breakfast buffet! We surely look Riu next time!",5,"We enjoyed the recent stay at Riu. The hotel is perfect to check out placed in Manhattan. Most of the tourist attractcions are in walkable distance - one block to Time Square, few minutes to Central Park, many restaurants, hop on hop off bus is right in front of the hotel. The staff were very friendly, and the place was clean - we loved the breakfast buffet! We surely look Riu up next time!",FALSE,"We enjoyed the recent stay at Riu. The hotel is perfect to check out placed in Manhattan. The staff were very friendly, and the place was clean - we loved the breakfast buffet!",,,"Most of the tourist attractcions are in walkable distance - one block to Time Square, few minutes to Central Park, many restaurants, hop on hop off bus is right in front of the hotel. The staff were very friendly, and the place was clean - we loved the breakfast buffet!",,We surely look Riu up next time!
1100,"Pros; The location can't be beat, near Times Square and Restaurant Row. Hotel was very clean and staff was friendly and accommodating. Breakfast had a very wide selection of options and was quite good. There was a small gym that looked nice but we didn't have time to use.  Cons: Although there was signage about social distancing, the line to breakfast and  at the buffet was not socially distant. Also everybody was touching the same utensils in the buffet.  The room was lacking things I've come to take  for granted like a clock and a coffee maker (or at least a coffee stand  in the lobby) The rooms are small if you have more than one person and there is no dresser or  surface to place clothing other than a small desk area. ","Pros; The location ca n't beat, near Times Square Restaurant Row. Hotel wa clean staff wa friendly accommodating. Breakfast wide selection option wa quite good. There wa small gym looked nice n't time use. Cons: Although wa signage social distancing, line breakfast buffet wa socially distant. Also everybody wa touching utensil buffet. The room wa lacking thing I've come take granted like clock coffee maker( least coffee stand lobby) The room small one person dresser surface place clothing small desk area.",4,"Pros; The location can't be beat, near Times Square and Restaurant Row. Hotel was very clean and staff was friendly and accommodating. Breakfast had a very wide selection of options and was quite good. There was a small gym that looked nice but we didn't have time to use. Cons: Although there was signage about social distancing, the line to breakfast and  at the buffet was not socially distant. Also everybody was touching the same utensils in the buffet. The room was lacking things I've come to take  for granted like a clock and a coffee maker (or at least a coffee stand  in the lobby) The rooms are small if you have more than one person and there is no dresser or  surface to place clothing other than a small desk area. ",FALSE,The room was lacking things I've come to take  for granted like a clock and a coffee maker (or at least a coffee stand  in the lobby) The rooms are small if you have more than one person and there is no dresser or  surface to place clothing other than a small desk area.,"Pros; The location can't be beat, near Times Square and Restaurant Row. Cons: Although there was signage about social distancing, the line to breakfast and  at the buffet was not socially distant.",Hotel was very clean and staff was friendly and accommodating.,"Pros; The location can't be beat, near Times Square and Restaurant Row. Hotel was very clean and staff was friendly and accommodating. The room was lacking things I've come to take  for granted like a clock and a coffee maker (or at least a coffee stand  in the lobby) The rooms are small if you have more than one person and there is no dresser or  surface to place clothing other than a small desk area.",,Breakfast had a very wide selection of options and was quite good. There was a small gym that looked nice but we didn't have time to use. Also everybody was touching the same utensils in the buffet.
1101,"I stayed at Hotel Riu from 7/18-7/25.  The first morning I woke up to find a bug in my room. I took pictures of the bug and captured it. It looks just like a bed bug. I call down to the front office (very rude) and say they will send someone up. I go down to complain and again they are just generally rude even before I mention the bug. In the meantime someone took the bug so they can analyze what it is.  They say they will call pest control and are rude during the entire encounter. The next day, 30ish hours later, pest control comes. The front office says they confirmed there is ""activity"" meaning there are bugs BUT they will not tell me what kind of bug. ""We do not release this info to customers"" is what I am told.  So here I am with an obvious bed bug sighting and a hotel thatâ€¦","I stayed Hotel Riu 7/18-7/25. The first morning I woke find bug room. I took picture bug room captured picture bug. It look like bed bug. I call front office( rude) say send someone. I go complain generally rude even I mention bug room. In meantime someone took bug room analyze bug room. say call pest control rude entire encounter. The next day, 30ish hour later, pest control come. front office( rude) say confirmed `` activity'' meaning bug BUT tell kind bug. `` release info customer'' I told. So I obvious bed bug sighting hotel thatâ€¦",1,"I stayed at Hotel Riu from 7/18-7/25. The first morning I woke up to find a bug in my room. I took pictures of the bug and captured it. It looks just like a bed bug. I call down to the front office (very rude) and say they will send someone up. I go down to complain and again they are just generally rude even before I mention the bug. In the meantime someone took the bug so they can analyze what it is. They say they will call pest control and are rude during the entire encounter. The next day, 30ish hours later, pest control comes. The front office says they confirmed there is ""activity"" meaning there are bugs BUT they will not tell me what kind of bug. ""We do not release this info to customers"" is what I am told. So here I am with an obvious bed bug sighting and a hotel thatâ€¦",FALSE,I stayed at Hotel Riu from 7/18-7/25. The first morning I woke up to find a bug in my room. I took pictures of the bug and captured it. It looks just like a bed bug. I go down to complain and again they are just generally rude even before I mention the bug. In the meantime someone took the bug so they can analyze what it is. So here I am with an obvious bed bug sighting and a hotel thatâ€¦,,,"I call down to the front office (very rude) and say they will send someone up. I go down to complain and again they are just generally rude even before I mention the bug. They say they will call pest control and are rude during the entire encounter. The front office says they confirmed there is ""activity"" meaning there are bugs BUT they will not tell me what kind of bug.",,"The next day, 30ish hours later, pest control comes. ""We do not release this info to customers"" is what I am told."
